Acedamic percentage in Operating Systems,percentage in Algorithms,Percentage in Programming Concepts,Percentage in Software Engineering,Percentage in Computer Networks,Percentage in Electronics Subjects,Percentage in Computer Architecture,Percentage in Mathematics,Percentage in Communication skills,Hours working per day,Logical quotient rating,hackathons,coding skills rating,public speaking points,Suggested Job Role
63,70,65,62,73,76,66,92,61,9,2,0,8,7,31
63,62,81,85,61,78,77,67,68,10,1,5,4,1,1
91,63,93,63,69,63,75,94,65,4,9,3,1,3,10
67,84,66,65,80,90,60,94,77,5,5,2,4,8,25
75,60,92,92,65,79,78,86,94,8,3,2,9,1,25
92,91,74,73,62,91,74,70,64,12,1,2,2,2,11
79,75,85,88,63,64,77,82,88,5,2,5,7,3,27
74,76,62,62,83,62,71,88,75,4,8,2,4,6,17
79,94,64,67,84,92,90,71,71,8,1,6,5,2,20
76,82,65,70,90,86,77,85,67,10,9,4,8,4,1
84,91,85,61,87,81,85,72,93,4,2,2,4,2,5
61,73,75,83,84,86,91,70,67,8,4,0,4,5,16
88,78,86,71,75,65,75,73,63,11,9,3,7,6,1
85,60,64,86,86,83,64,68,67,12,3,3,3,7,17
68,63,93,70,80,73,89,60,64,11,1,5,4,5,20
85,77,71,84,93,67,86,60,70,11,4,1,3,7,12
73,60,68,82,93,74,63,61,72,4,4,0,8,1,13
87,75,68,72,70,65,92,70,74,6,9,5,9,5,23
93,71,79,76,70,62,83,70,92,12,3,6,9,4,21
87,84,83,73,77,90,66,77,62,5,1,6,4,7,5
92,61,85,91,79,71,64,69,92,10,5,6,6,7,25
79,93,90,73,88,79,79,60,92,9,3,5,3,9,18
83,71,91,92,83,76,87,73,86,6,5,1,5,5,16
90,64,92,61,93,82,75,86,73,9,2,1,9,3,19
78,91,76,75,65,72,80,94,78,8,7,6,7,8,3
69,72,90,61,85,71,80,94,79,7,4,4,5,2,8
94,88,78,72,82,92,74,85,89,4,5,4,2,7,1
68,81,64,77,81,84,91,72,77,12,1,3,2,5,32
82,87,66,61,94,76,94,79,80,11,5,0,7,8,18
88,74,84,63,84,91,66,71,84,10,4,4,5,4,29
78,91,93,66,93,87,86,79,62,4,9,0,2,3,7
88,64,69,67,72,60,90,67,77,6,7,3,8,7,22
81,81,78,75,62,88,67,77,70,6,9,4,4,2,32
90,65,68,83,78,71,82,60,81,5,6,5,7,6,20
90,65,90,73,70,82,75,69,85,5,9,6,1,2,14
87,63,76,60,82,71,64,73,74,12,9,0,4,7,33
93,93,76,91,84,68,84,83,70,10,8,2,4,9,5
88,82,60,66,71,91,71,66,75,8,5,3,2,7,10
86,65,82,75,64,92,75,85,72,5,3,6,6,7,31
60,86,93,83,76,85,63,76,67,10,4,5,1,1,16
74,75,64,89,93,76,89,78,71,9,3,1,3,3,2
73,76,89,82,65,68,62,75,65,4,9,5,7,5,10
64,81,88,61,72,84,79,85,79,12,9,2,3,6,4
84,84,82,62,74,90,62,64,86,6,1,2,3,5,30
93,66,86,89,60,91,85,73,81,12,4,4,8,5,9
87,79,70,87,60,82,65,75,75,12,9,5,8,7,20
80,80,79,79,88,73,60,62,75,8,1,5,3,3,32
72,83,89,84,63,87,73,93,83,8,7,5,6,8,16
74,72,60,74,91,83,89,89,66,4,3,3,3,1,7
60,64,92,92,84,69,79,68,74,10,8,5,2,3,5
76,71,64,73,85,62,70,84,93,8,8,4,4,1,21
69,61,90,82,94,88,75,76,82,4,3,0,5,9,8
83,87,70,82,87,68,84,83,85,10,9,3,2,1,17
77,78,74,89,87,67,83,91,63,7,5,4,6,9,16
84,76,80,69,66,77,72,69,87,6,6,3,4,9,2
63,62,74,74,63,85,87,88,93,7,1,5,9,8,28
72,63,83,70,82,61,71,94,73,12,9,4,8,1,15
92,86,76,67,64,75,85,91,75,10,2,3,6,1,20
73,66,88,78,63,86,73,62,93,4,8,5,1,2,16
81,84,84,60,69,67,80,85,72,9,5,4,1,4,16
63,81,87,78,80,65,78,63,70,6,6,4,6,7,29
72,69,79,92,79,62,69,61,84,8,1,0,7,8,11
73,84,80,91,65,89,89,94,90,8,5,1,2,7,30
69,92,86,85,93,65,93,86,60,8,4,2,7,3,10
68,82,78,63,92,86,75,82,93,8,7,0,5,2,12
60,64,61,89,67,86,91,64,70,12,4,5,6,6,25
84,80,70,60,85,93,87,81,60,6,8,4,2,9,6
81,80,83,87,65,61,61,82,79,9,1,1,6,7,22
65,70,71,62,92,65,92,70,78,8,8,0,5,8,8
64,73,68,80,78,64,76,66,65,7,3,6,4,3,13
77,88,86,71,62,79,94,65,60,5,1,2,5,3,12
94,63,93,87,82,65,82,69,90,6,9,2,6,7,9
84,60,68,81,89,87,65,82,89,7,9,4,4,6,9
67,77,60,75,89,63,73,91,75,8,4,3,9,4,32
64,71,60,92,75,63,91,91,88,12,5,1,5,2,1
68,83,91,87,94,78,81,83,79,10,4,1,8,5,22
87,90,64,67,81,79,83,70,67,9,9,6,5,6,16
67,86,94,79,64,68,76,69,64,10,8,5,2,8,19
64,75,84,79,76,93,76,73,84,9,5,6,2,1,29
65,74,60,78,66,87,81,60,62,5,2,5,2,8,3
70,74,91,66,78,74,73,91,77,4,8,0,9,2,13
69,73,72,70,74,66,84,88,83,6,2,1,7,7,3
94,76,78,60,84,86,88,70,88,9,1,6,2,6,22
79,88,72,63,77,67,74,88,94,11,7,4,3,7,10
61,68,62,91,74,69,84,87,72,10,1,6,3,6,17
64,62,73,85,87,64,74,64,77,12,4,2,9,1,13
79,78,73,77,88,66,60,90,82,10,3,4,4,4,1
64,62,70,72,68,88,80,74,81,8,9,6,7,5,15
74,79,70,84,66,90,90,68,69,9,3,5,2,4,1
79,94,65,70,74,74,86,65,65,8,8,2,1,1,29
80,91,71,83,66,93,62,80,89,11,9,1,1,9,3
70,90,75,72,93,73,69,88,61,7,2,6,7,3,16
77,66,64,65,89,66,72,88,94,9,2,6,3,3,12
86,78,79,82,72,94,61,68,86,10,6,2,5,4,7
62,90,83,84,76,70,77,79,92,9,3,2,6,1,21
65,78,69,92,84,76,87,69,92,6,8,1,4,9,6
92,94,65,67,83,75,81,87,69,4,5,1,4,8,27
74,61,94,63,91,78,61,94,67,7,8,6,3,1,13
60,63,65,77,84,92,68,93,60,9,7,0,8,7,5
61,79,70,67,92,70,84,84,80,10,6,0,1,8,16
77,93,78,71,74,84,67,70,87,7,7,3,6,5,28
87,91,67,85,82,70,75,71,69,5,9,6,9,6,14
76,72,67,88,80,91,79,75,91,5,2,1,3,5,27
70,76,67,94,68,82,86,61,76,6,1,6,1,3,23
91,89,65,70,60,65,80,68,61,11,5,4,4,9,9
89,67,63,93,63,77,74,75,67,11,4,3,1,7,16
92,91,89,70,88,70,86,72,75,8,1,0,2,7,20
86,86,76,81,93,91,70,61,69,6,8,1,4,6,14
65,89,62,74,71,64,79,90,80,7,9,4,3,4,0
84,60,93,94,79,82,69,62,85,5,5,3,1,5,5
72,71,78,78,69,77,63,68,84,11,1,6,8,7,31
86,61,93,77,75,89,77,64,64,7,7,5,7,6,17
64,88,78,71,78,90,69,60,80,5,1,3,3,1,33
72,85,70,93,70,88,72,76,94,9,9,4,9,7,1
70,80,74,82,60,93,75,80,82,5,7,0,1,9,31
93,92,79,84,92,60,92,80,82,12,8,1,1,2,3
78,81,92,76,82,83,89,65,82,10,9,1,9,5,28
82,64,70,80,90,94,67,67,60,9,3,4,9,3,20
60,76,84,83,60,65,83,80,82,9,4,3,5,6,31
71,71,85,68,89,91,74,64,82,4,2,5,3,2,8
76,64,94,88,76,74,79,69,70,9,2,0,7,6,8
80,63,61,88,73,80,79,78,85,7,9,2,2,4,13
79,76,83,72,60,63,93,76,80,4,4,0,6,2,33
91,77,76,62,93,92,61,76,78,9,3,5,8,9,13
84,78,71,80,94,75,75,71,79,6,7,2,8,3,3
75,78,60,83,94,84,68,69,83,7,4,5,3,1,0
63,85,64,60,84,63,67,81,92,4,9,5,2,4,15
80,82,90,62,94,80,80,72,65,5,8,3,2,3,17
78,63,73,92,81,70,64,61,84,9,6,3,6,4,25
90,79,83,70,82,63,92,94,73,7,4,2,4,2,33
65,87,74,81,62,77,69,84,66,12,4,3,8,7,24
85,80,86,79,68,74,74,92,94,4,2,3,7,5,13
91,68,94,81,94,84,75,61,79,6,8,1,5,8,22
87,70,73,79,73,86,65,78,61,4,4,5,7,6,26
76,89,91,66,82,88,69,86,81,7,5,5,4,3,2
92,75,76,78,73,94,81,67,70,7,7,0,9,4,6
83,67,61,70,78,71,89,93,75,6,2,5,2,2,18
88,60,76,94,70,81,63,89,85,5,2,4,3,3,5
61,63,77,86,87,73,61,90,88,9,3,4,8,3,2
60,81,79,66,84,63,87,81,68,7,7,4,3,5,13
93,67,82,90,86,93,73,67,67,12,6,5,9,6,27
67,69,93,65,61,86,80,89,88,9,3,6,1,5,12
75,81,94,73,60,68,94,84,78,9,2,1,9,9,20
66,88,74,62,66,61,93,65,69,10,3,4,5,8,24
78,67,72,91,67,69,72,72,67,7,5,2,8,6,29
93,93,64,82,90,68,62,72,65,12,7,4,9,6,7
62,67,71,65,78,71,92,89,75,5,1,2,1,1,16
73,61,85,73,89,63,74,93,75,4,1,6,7,5,12
92,94,66,92,74,86,61,81,90,6,7,2,5,4,2
61,64,69,70,89,91,73,85,68,12,4,0,2,4,25
80,93,78,86,84,77,70,93,85,6,3,1,4,1,25
73,89,81,66,61,90,66,61,72,11,2,5,2,5,32
66,83,61,85,90,89,61,64,71,7,2,6,1,4,21
89,73,78,81,85,74,62,74,72,6,6,0,8,6,15
76,84,81,72,82,63,63,91,81,5,5,4,9,2,16
73,69,94,61,68,87,65,93,88,6,2,5,1,6,6
82,62,92,66,77,82,91,63,92,9,8,4,8,8,0
75,93,89,85,65,86,80,92,73,4,2,1,5,8,25
71,91,81,93,82,63,86,64,66,7,6,5,1,9,3
86,60,84,83,67,88,81,80,85,10,9,2,7,7,30
69,91,87,93,63,76,82,77,87,5,2,6,7,4,16
93,90,91,81,66,63,90,79,94,8,7,2,4,2,9
83,73,82,63,87,81,76,69,64,10,8,0,5,1,25
70,70,87,71,73,94,92,94,82,12,5,3,6,4,0
91,91,77,75,90,90,73,93,78,6,9,0,1,4,6
61,89,70,89,87,86,72,82,63,8,4,5,5,7,28
68,77,93,64,66,66,79,91,78,12,5,0,3,5,20
65,76,86,60,88,61,67,82,87,11,9,2,4,6,30
80,62,89,70,81,91,70,89,62,6,6,3,6,2,1
65,62,78,77,61,88,86,85,91,12,4,1,9,9,15
64,63,85,67,71,79,74,73,91,10,1,5,3,5,30
72,93,87,85,85,66,73,90,71,4,3,4,7,4,13
83,65,71,90,72,85,67,86,60,4,1,2,4,5,27
70,90,76,66,71,81,80,68,68,6,5,0,5,8,13
61,88,90,87,72,79,93,94,92,6,7,5,7,6,28
65,66,83,65,93,72,90,83,68,11,2,5,8,3,12
61,77,74,70,71,80,75,81,85,4,2,1,3,6,5
66,93,91,83,70,68,74,86,88,8,5,5,1,5,17
71,70,77,68,71,80,76,84,85,7,5,3,4,7,4
70,78,65,90,69,89,72,61,85,12,9,1,3,5,26
67,61,62,94,87,86,71,77,61,8,7,4,3,7,26
73,89,94,72,66,72,72,84,94,11,6,1,2,2,15
80,91,65,85,92,67,88,73,63,7,7,4,4,8,7
91,74,87,83,83,70,92,62,66,4,5,0,1,2,21
87,60,85,90,85,66,63,94,72,5,9,3,8,3,16
63,63,89,75,66,93,65,81,89,5,6,2,6,5,2
78,75,89,84,67,92,76,75,61,7,7,3,2,3,3
86,86,84,61,83,76,61,63,61,4,9,0,4,6,29
89,69,62,66,74,61,79,89,69,9,5,3,7,5,22
68,75,91,83,93,66,82,77,81,8,5,2,2,1,31
75,75,86,60,81,78,65,74,67,4,5,2,5,2,1
86,63,83,78,63,68,85,60,86,4,4,6,8,2,1
77,81,82,63,78,88,67,74,60,8,6,4,2,1,1
74,81,83,86,84,69,76,92,88,6,2,0,2,3,7
62,71,62,63,87,63,94,77,72,7,4,4,8,3,19
92,91,63,88,79,86,81,84,83,10,2,5,7,7,31
61,80,85,83,61,66,63,86,78,5,7,4,9,6,1
62,68,90,67,90,88,68,94,73,11,4,2,8,4,26
91,62,69,74,82,89,68,77,62,4,4,5,3,8,1
77,64,78,83,76,94,91,69,82,12,2,5,2,4,21
67,88,77,84,81,70,63,76,85,8,8,0,5,3,4
65,88,61,73,73,83,92,85,61,6,2,0,5,5,18
79,84,78,94,93,87,80,60,71,12,1,3,5,2,2
87,88,77,78,74,73,83,86,85,12,3,3,5,8,10
93,77,66,68,75,79,77,86,82,11,7,4,2,7,21
82,86,81,81,86,82,75,71,66,7,3,6,3,4,2
66,67,67,74,65,81,74,73,67,7,1,5,9,4,4
91,89,92,64,85,61,79,64,78,10,1,1,7,1,17
62,79,74,94,80,87,69,83,94,4,6,3,9,8,27
62,86,89,87,89,82,89,68,91,11,1,2,4,6,19
65,82,84,81,65,70,67,73,85,11,7,0,6,5,8
89,88,66,92,68,84,81,88,76,5,8,2,2,9,8
90,63,70,81,86,83,69,86,92,9,6,0,7,6,21
62,65,68,81,68,72,71,74,84,10,9,4,8,8,0
62,84,73,82,94,86,81,78,64,12,5,2,6,9,15
83,76,86,77,61,69,74,68,69,6,4,5,8,7,31
74,62,68,65,61,81,60,87,87,7,1,5,8,6,16
87,84,78,69,81,92,79,68,82,11,1,5,9,5,1
69,90,70,79,83,64,67,61,65,6,6,3,7,5,4
69,83,66,64,81,84,60,85,80,11,2,1,3,2,22
93,84,87,78,61,81,66,64,81,11,4,2,5,2,23
72,88,82,87,66,61,82,76,94,11,4,6,9,6,14
84,73,73,77,73,69,72,83,91,10,4,1,1,7,9
79,93,89,91,86,60,66,75,78,10,6,5,5,8,9
76,66,84,64,74,77,94,81,81,10,7,5,3,7,20
85,71,62,86,82,78,83,82,68,9,5,1,6,9,16
86,69,75,67,63,92,94,65,92,8,2,3,6,3,27
79,80,89,74,62,66,80,87,90,11,2,4,6,1,7
90,68,94,75,81,76,60,70,75,10,3,6,3,4,17
73,89,83,74,71,68,82,92,89,4,8,5,9,3,13
78,68,77,75,85,65,82,71,88,6,3,3,9,7,15
94,76,92,79,68,67,76,85,90,12,9,2,5,8,4
92,63,70,61,75,75,75,70,86,6,2,0,3,7,23
78,86,62,73,70,92,84,86,81,10,6,5,2,4,30
60,81,71,68,83,78,85,67,64,8,8,6,5,6,5
67,76,88,76,83,81,91,64,72,5,7,6,8,1,4
73,74,72,61,85,65,93,64,82,11,1,1,3,9,11
94,94,75,65,81,82,67,94,66,4,8,0,2,1,12
64,86,94,67,69,70,87,83,81,4,7,4,1,9,0
76,78,84,83,88,74,63,88,75,9,1,4,2,4,16
61,87,62,84,90,87,74,79,68,8,4,0,2,4,0
74,69,89,76,66,78,75,85,79,6,1,0,4,5,28
86,84,76,72,72,64,88,87,64,12,6,2,4,3,12
79,65,84,69,82,72,85,94,79,7,5,2,9,8,33
78,75,71,92,76,94,74,73,65,12,4,4,3,6,27
88,89,80,81,93,91,73,80,76,10,3,3,9,9,26
83,88,83,89,73,89,86,69,83,12,9,1,9,9,31
90,75,85,91,63,93,62,87,92,12,2,3,8,7,14
84,78,60,77,63,91,76,93,66,12,2,6,8,1,23
63,84,76,94,85,61,60,60,70,6,7,0,4,1,32
91,85,83,61,81,84,73,71,64,10,5,1,6,1,32
82,71,80,75,80,60,69,90,67,5,1,2,8,5,33
73,74,68,65,91,77,61,74,73,10,8,0,6,2,8
89,83,84,73,77,66,83,85,66,8,6,5,1,3,2
85,83,92,61,93,76,89,88,94,8,1,5,9,9,19
69,76,61,63,67,70,81,94,66,10,4,1,2,4,28
69,76,84,60,91,92,77,63,82,9,9,6,5,8,22
93,92,69,89,61,80,75,63,90,5,8,4,5,2,16
83,81,61,87,67,69,69,93,82,11,3,3,1,2,22
69,70,94,88,63,73,64,77,73,7,6,3,9,9,16
80,73,86,87,74,65,61,77,94,10,8,5,7,9,31
90,74,91,75,77,89,62,87,70,10,6,2,7,1,26
78,89,80,70,69,65,92,70,93,6,2,3,6,4,28
91,83,61,65,86,67,76,80,93,12,4,0,8,4,19
82,81,65,62,84,90,78,86,89,10,8,0,7,1,32
80,81,82,62,93,65,94,76,76,9,1,6,1,7,12
79,94,74,71,71,70,87,79,72,6,2,6,7,5,18
94,61,78,70,80,89,80,83,65,10,1,6,8,9,15
80,80,64,62,60,84,74,82,66,6,7,2,6,4,2
77,84,62,60,64,71,81,65,68,10,4,3,5,3,33
64,84,74,90,86,87,89,82,92,4,3,2,3,7,9
84,73,62,88,89,64,71,88,71,10,7,1,3,3,30
78,82,78,69,87,76,64,68,76,7,2,5,4,7,14
60,66,62,77,90,64,60,83,82,6,4,3,3,4,19
78,94,69,93,79,62,83,79,69,12,2,3,6,1,19
88,93,72,88,78,91,67,79,63,7,8,5,3,8,9
93,72,81,79,63,66,74,60,88,5,4,1,9,8,15
93,68,70,76,75,94,92,61,89,6,4,1,6,5,13
67,69,65,68,67,71,87,72,79,10,8,6,6,4,32
60,81,85,60,85,80,69,86,72,10,2,4,8,7,10
63,75,93,79,88,90,69,94,63,8,6,5,5,2,32
63,66,86,79,68,70,69,82,67,9,4,0,9,4,2
81,94,62,63,67,89,64,69,94,4,9,2,3,6,32
77,93,62,64,77,65,60,79,76,12,1,3,4,1,13
87,64,68,72,94,70,72,77,83,7,5,2,1,6,0
93,70,61,78,63,80,66,60,68,6,1,1,7,2,18
64,74,93,83,74,81,73,91,75,4,7,0,1,7,2
88,68,64,82,61,65,60,69,61,9,2,0,4,1,32
66,71,60,67,81,83,60,64,69,8,3,4,6,2,29
79,94,72,63,66,60,62,62,71,6,7,2,3,6,1
86,91,81,61,91,90,92,91,69,4,3,0,7,2,6
84,88,73,90,74,61,67,75,69,7,3,4,2,5,16
86,77,77,90,75,78,86,65,85,12,6,2,9,2,0
66,71,63,93,78,70,69,60,61,4,1,6,3,6,30
82,89,87,65,90,93,75,94,85,7,7,1,2,7,15
68,89,69,60,77,68,62,84,84,9,2,4,2,3,21
69,79,87,91,82,82,81,84,87,12,2,1,4,5,7
76,91,84,68,85,67,61,94,79,10,7,5,4,4,32
87,63,84,76,84,92,88,80,83,10,2,5,9,3,13
94,65,73,65,88,94,82,64,71,12,2,6,5,1,0
82,79,94,65,60,84,88,63,74,11,8,4,6,3,29
64,61,84,93,91,90,63,82,91,8,6,6,3,9,6
68,68,75,80,71,84,61,62,76,8,9,6,1,7,5
88,62,65,78,92,62,87,92,60,5,6,6,2,2,21
74,81,60,81,85,88,74,71,88,7,6,5,3,2,7
66,75,62,94,60,81,90,84,89,9,3,5,6,9,32
72,80,62,84,82,77,91,78,68,8,4,1,7,7,22
77,65,86,82,68,80,85,94,82,5,8,5,7,7,3
64,80,71,67,91,70,64,62,79,5,5,5,8,3,30
84,67,90,76,78,87,91,67,88,4,6,4,7,1,19
62,71,65,61,73,75,79,85,69,12,5,5,7,1,32
74,71,89,81,70,77,70,69,85,6,6,0,3,6,5
64,82,94,94,79,78,81,60,71,4,3,3,8,3,24
77,63,89,88,75,83,71,86,62,5,1,5,1,1,3
66,90,62,89,66,64,92,92,81,11,9,4,9,3,32
61,80,91,90,86,90,61,65,76,9,5,4,7,6,21
90,80,79,75,65,64,64,89,82,7,3,4,2,2,16
83,79,77,85,91,81,66,75,63,11,2,4,7,3,9
62,85,92,92,88,63,83,91,87,12,8,3,2,3,4
73,78,83,69,62,73,89,87,85,12,2,5,8,7,30
73,93,71,80,76,84,76,67,74,6,2,2,6,2,19
84,74,68,81,67,73,79,70,89,9,1,0,1,1,32
60,69,81,74,85,68,65,85,71,4,9,5,5,9,10
93,65,90,84,85,61,87,77,64,11,4,6,4,9,14
66,66,83,66,91,65,74,80,74,10,9,0,5,5,16
64,87,74,93,79,64,85,83,68,6,5,5,3,7,9
80,88,64,61,71,64,79,84,79,12,2,3,1,4,26
76,73,68,89,77,64,79,88,82,9,6,0,7,7,12
79,67,92,81,75,89,84,89,70,12,4,1,9,9,12
81,60,65,71,78,69,90,74,88,7,2,5,1,1,6
81,60,60,75,74,78,84,87,72,8,4,0,5,7,14
83,64,86,88,69,94,84,93,86,12,5,1,2,1,13
73,91,76,91,60,90,61,83,83,5,7,3,2,3,23
67,70,88,84,92,76,92,84,68,6,8,4,3,1,21
92,66,87,89,90,65,83,68,78,8,6,3,3,4,21
89,61,85,82,73,63,76,81,73,12,1,4,3,2,12
79,78,89,81,82,85,63,64,81,9,2,2,5,2,25
69,65,80,69,87,60,68,72,91,12,7,2,8,2,25
87,74,74,84,84,74,70,80,90,8,9,0,8,8,20
80,85,94,86,71,64,93,74,87,9,5,0,8,4,22
87,72,72,81,85,79,74,70,76,7,9,2,2,2,22
62,84,64,75,65,90,85,80,89,6,1,6,9,1,11
90,69,72,65,90,93,93,60,85,10,9,6,6,8,17
89,83,79,72,94,74,86,88,79,5,6,0,8,7,30
92,80,81,67,84,76,76,82,67,8,3,4,2,8,16
84,91,66,91,79,90,85,68,66,11,1,2,3,6,14
93,87,86,70,74,60,86,89,70,9,5,0,9,8,11
72,79,90,64,87,84,65,91,86,9,2,0,6,6,25
74,72,83,85,79,66,86,80,93,5,9,1,8,6,24
75,64,92,84,87,74,68,75,68,5,8,0,7,7,12
80,66,94,68,70,85,61,73,90,7,8,1,8,3,2
91,91,65,84,86,86,62,68,79,8,4,4,9,3,5
91,79,69,61,79,63,80,70,68,12,7,4,9,9,30
89,93,89,92,74,91,94,70,66,11,2,1,9,4,10
83,93,90,87,77,80,68,68,67,9,5,4,1,7,16
62,64,73,79,82,90,92,76,68,7,5,2,5,1,29
74,64,86,83,72,73,79,60,64,12,9,3,8,5,15
71,74,64,82,73,81,88,80,78,11,3,0,8,9,12
90,66,88,68,77,93,91,74,74,9,2,0,9,4,16
94,82,87,87,73,67,68,69,88,5,8,3,1,1,6
70,72,69,83,81,82,61,67,88,11,4,0,4,9,9
84,88,70,81,66,72,94,87,75,6,8,3,8,4,17
73,88,73,81,69,72,64,85,71,10,6,2,4,2,0
68,65,73,81,70,78,60,64,60,10,7,4,5,2,2
92,82,89,81,78,67,69,68,94,4,2,1,8,5,1
74,74,81,61,60,85,93,76,82,7,6,5,1,3,33
62,63,76,87,83,91,63,64,74,5,7,2,9,9,28
72,92,91,65,82,82,89,72,87,9,9,5,2,3,12
84,81,84,80,73,75,78,87,84,9,2,3,7,5,33
92,81,68,75,71,79,84,70,61,9,9,2,7,2,9
94,76,75,86,71,82,86,93,75,8,6,2,5,1,20
81,77,81,62,68,61,83,76,65,7,3,6,3,9,3
76,84,75,79,72,72,84,90,75,11,1,4,5,5,24
84,71,70,90,93,79,80,79,77,10,4,6,2,6,13
72,68,70,81,78,87,72,62,71,11,1,6,4,1,17
90,74,68,71,93,86,75,72,76,12,7,3,4,6,18
67,73,88,63,70,74,93,60,73,10,1,6,8,6,10
77,63,85,91,73,70,73,68,83,9,2,1,1,1,1
87,65,88,62,89,63,71,69,62,6,1,2,9,8,3
73,65,87,84,66,92,91,64,80,5,8,1,5,6,5
67,61,79,73,94,84,86,73,64,4,7,2,5,4,3
66,62,87,88,88,82,67,88,76,8,2,4,4,8,21
80,61,89,79,66,75,89,85,81,6,9,1,3,5,10
78,71,79,75,69,89,81,66,71,9,4,5,7,3,25
70,84,77,91,87,76,93,86,82,8,2,6,9,9,25
63,73,70,91,94,83,79,75,63,5,8,1,4,8,33
84,82,64,84,72,63,69,94,86,8,1,5,2,5,26
89,75,91,64,68,67,60,73,89,8,8,2,8,4,32
85,64,72,72,77,90,92,84,65,5,3,3,1,2,19
71,77,65,60,80,87,66,91,79,12,4,3,6,4,1
77,80,82,77,86,83,67,72,80,8,7,2,9,2,23
79,94,74,86,82,94,85,70,70,7,3,2,1,3,7
62,61,88,93,76,86,66,71,68,10,9,2,4,6,2
91,92,61,71,93,72,89,78,89,8,3,5,1,8,31
62,67,77,73,64,82,89,67,67,6,8,3,1,1,19
88,91,62,68,86,80,73,79,65,9,9,4,8,7,21
79,80,80,74,73,61,85,77,75,11,2,4,7,2,16
66,77,68,65,87,81,78,87,77,6,9,2,9,7,29
81,70,82,83,85,66,94,82,76,12,2,3,8,8,11
75,91,94,90,74,66,89,85,64,8,4,6,4,4,2
91,82,68,86,60,60,86,76,81,10,8,3,7,2,0
68,67,80,79,89,63,87,85,73,6,9,0,7,4,31
66,90,69,82,86,92,76,73,90,7,5,6,3,7,12
73,90,70,81,72,90,78,66,63,9,8,0,3,7,6
88,87,78,63,76,90,84,84,85,11,2,2,3,9,6
73,90,79,94,76,60,74,60,89,11,3,5,9,6,2
69,88,68,71,71,62,70,64,70,10,9,4,2,7,14
84,70,82,63,62,90,73,81,94,7,3,5,3,6,26
89,81,62,78,91,82,82,61,75,8,7,1,4,7,17
78,61,61,65,89,85,63,74,92,12,5,3,9,9,30
62,87,93,67,74,71,63,78,90,4,1,6,4,5,4
81,72,80,77,84,83,75,80,77,7,3,4,9,4,18
67,72,68,71,64,81,72,74,66,11,3,1,8,6,17
78,82,84,93,75,79,65,80,69,8,5,3,8,8,13
91,68,82,88,85,73,67,77,81,5,9,6,2,1,13
73,69,67,93,71,75,86,61,65,9,9,4,5,9,7
93,78,82,91,92,85,72,94,65,5,8,5,6,8,16
78,78,82,88,79,93,80,89,81,10,9,5,9,4,30
83,79,89,77,90,61,82,71,81,9,6,3,9,3,5
86,88,70,66,85,78,63,92,83,11,2,1,9,3,21
89,86,80,63,60,87,83,61,85,7,7,6,7,8,22
67,74,68,85,92,64,72,70,89,7,3,2,7,3,25
75,68,60,83,68,69,62,82,79,4,7,5,5,9,6
92,65,68,92,86,89,75,75,76,9,4,1,6,2,17
75,70,66,67,61,67,93,71,82,7,8,6,3,1,14
75,71,65,61,92,63,82,81,82,9,5,5,2,1,13
90,75,79,71,60,71,75,89,74,6,1,4,1,6,9
86,74,82,62,61,62,77,64,86,5,2,6,5,4,15
87,84,86,65,86,75,86,61,66,4,8,6,4,4,25
73,66,64,86,79,64,75,87,68,6,4,3,3,7,25
63,68,76,90,67,93,72,76,61,6,5,5,8,2,13
84,88,86,62,72,92,65,91,77,7,6,5,2,7,21
66,89,60,91,86,93,77,81,61,6,8,6,4,4,3
82,84,61,70,91,79,86,72,92,8,9,0,2,8,27
89,89,83,94,78,88,73,90,86,4,1,2,1,7,11
74,85,61,70,75,82,75,86,76,12,9,6,8,2,6
90,75,60,88,92,66,88,80,91,6,4,1,8,7,27
67,83,87,67,93,87,90,66,72,6,1,4,3,5,23
72,75,85,63,80,73,67,83,88,4,3,4,1,4,18
81,85,71,72,82,92,67,78,93,7,5,1,1,9,19
60,61,83,91,62,68,71,90,62,7,5,5,2,9,27
90,94,71,62,81,76,71,89,75,10,8,2,5,6,4
67,62,83,89,73,60,77,84,87,11,9,2,5,3,27
60,89,78,61,71,87,60,62,74,8,7,2,6,3,16
85,78,76,68,87,70,74,63,62,6,6,3,1,4,21
70,69,84,72,67,83,66,78,70,8,8,3,2,7,22
62,65,93,73,60,77,65,71,63,8,1,0,3,3,13
61,80,76,85,94,69,69,82,89,4,8,6,6,6,4
93,63,64,68,64,88,85,78,92,7,1,6,4,4,17
64,69,63,64,70,80,84,77,94,7,3,5,2,2,25
84,80,77,61,70,60,75,68,64,11,2,6,9,6,5
72,64,66,82,82,94,90,85,83,6,7,3,8,1,28
74,76,63,92,72,65,82,69,60,9,8,5,4,4,23
83,76,88,94,66,61,81,79,82,12,5,0,3,9,9
62,77,75,72,63,80,85,79,66,11,3,5,9,1,27
75,66,88,94,91,61,86,89,74,8,3,2,6,1,25
69,86,65,94,68,88,79,77,89,11,6,5,2,5,20
74,65,70,71,74,63,94,76,89,6,9,1,7,2,4
91,74,82,83,80,90,80,65,74,7,4,5,7,8,32
94,71,73,72,68,68,81,90,62,10,2,1,3,8,1
79,62,65,77,93,76,84,65,66,9,1,5,2,4,30
